CollectionNumber,Species_Code,Spec_Num,Com_Name,Gear_Code,Gear_Description,FishWeight_g,Sex,DateFull,Month,TL_mm,DayOfTheYear,Age_Yrs,Age_Days,Age_FracYrs,AgeMethod,YearClass
20090811,A263,7,Sheepshead,014,HOOK & LINE,557,1,11-Jul-09,7,308,192,2,922,2.53,otolith,2007
20030817,A263,16,Sheepshead,014,HOOK & LINE,580,1,12-Jul-03,7,303,193,2,923,2.53,otolith,2001
20030817,A263,18,Sheepshead,014,HOOK & LINE,575,2,12-Jul-03,7,309,193,2,923,2.53,otolith,2001
20030817,A263,10,Sheepshead,014,HOOK & LINE,606,2,12-Jul-03,7,313,193,2,923,2.53,otolith,2001
20030817,A263,14,Sheepshead,014,HOOK & LINE,638,1,12-Jul-03,7,320,193,2,923,2.53,otolith,2001
20030817,A263,17,Sheepshead,014,HOOK & LINE,671,1,12-Jul-03,7,321,193,2,923,2.53,otolith,2001
20030817,A263,13,Sheepshead,014,HOOK & LINE,712,2,12-Jul-03,7,333,193,2,923,2.53,otolith,2001
20030817,A263,8,Sheepshead,014,HOOK & LINE,910,2,12-Jul-03,7,357,193,2,923,2.53,otolith,2001
20080863,A263,9,Sheepshead,014,HOOK & LINE,416,2,12-Jul-08,7,279,194,2,924,2.53,otolith,2006
20080863,A263,22,Sheepshead,014,HOOK & LINE,529,1,12-Jul-08,7,298,194,2,924,2.53,otolith,2006
20020915,A263,3,Sheepshead,014,HOOK & LINE,883,1,13-Jul-02,7,347,194,2,924,2.53,otolith,2000
20020915,A263,1,Sheepshead,014,HOOK & LINE,884,2,13-Jul-02,7,357,194,2,924,2.53,otolith,2000
20020915,A263,6,Sheepshead,014,HOOK & LINE,980,1,13-Jul-02,7,367,194,2,924,2.53,otolith,2000
20070829,A263,29,Sheepshead,014,HOOK & LINE,563,2,14-Jul-07,7,311,195,2,925,2.53,otolith,2005
20020953,A263,3,Sheepshead,014,HOOK & LINE,,2,14-Jul-02,7,314,195,2,925,2.53,otolith,2000
20020953,A263,4,Sheepshead,014,HOOK & LINE,,2,14-Jul-02,7,325,195,2,925,2.53,otolith,2000
20121191,A263,4,Sheepshead,014,HOOK & LINE,,2,14-Jul-12,7,310,196,2,926,2.54,otolith,2010
20121191,A263,2,Sheepshead,014,HOOK & LINE,,2,14-Jul-12,7,340,196,2,926,2.54,otolith,2010
20121191,A263,1,Sheepshead,014,HOOK & LINE,,2,14-Jul-12,7,341,196,2,926,2.54,otolith,2010
20100839,A263,2,Sheepshead,014,HOOK & LINE,363,2,17-Jul-10,7,270,198,2,928,2.54,otolith,2008
20100839,A263,1,Sheepshead,014,HOOK & LINE,401,2,17-Jul-10,7,275,198,2,928,2.54,otolith,2008
20100839,A263,7,Sheepshead,014,HOOK & LINE,489,2,17-Jul-10,7,296,198,2,928,2.54,otolith,2008
20040818,A263,14,Sheepshead,014,HOOK & LINE,352,2,17-Jul-04,7,271,199,2,929,2.55,otolith,2002
20040818,A263,13,Sheepshead,014,HOOK & LINE,946,1,17-Jul-04,7,355,199,2,929,2.55,otolith,2002
20060846,A263,6,Sheepshead,014,HOOK & LINE,404,1,22-Jul-06,7,274,203,2,933,2.56,otolith,2004
20060846,A263,9,Sheepshead,014,HOOK & LINE,494,2,22-Jul-06,7,287,203,2,933,2.56,otolith,2004
20060846,A263,8,Sheepshead,014,HOOK & LINE,473,1,22-Jul-06,7,290,203,2,933,2.56,otolith,2004
20060846,A263,7,Sheepshead,014,HOOK & LINE,527,2,22-Jul-06,7,296,203,2,933,2.56,otolith,2004
20060846,A263,14,Sheepshead,014,HOOK & LINE,620,2,22-Jul-06,7,305,203,2,933,2.56,otolith,2004
20060846,A263,10,Sheepshead,014,HOOK & LINE,588,2,22-Jul-06,7,310,203,2,933,2.56,otolith,2004
20060846,A263,11,Sheepshead,014,HOOK & LINE,612,1,22-Jul-06,7,313,203,2,933,2.56,otolith,2004
19970922,A263,5,Sheepshead,014,HOOK & LINE,,2,23-Jul-97,7,285,204,2,934,2.56,otolith,1995
19970922,A263,3,Sheepshead,014,HOOK & LINE,,9,23-Jul-97,7,295,204,2,934,2.56,otolith,1995
19970922,A263,2,Sheepshead,014,HOOK & LINE,,2,23-Jul-97,7,317,204,2,934,2.56,otolith,1995
19970922,A263,4,Sheepshead,014,HOOK & LINE,,2,23-Jul-97,7,335,204,2,934,2.56,otolith,1995
19990676,A263,2,Sheepshead,014,HOOK & LINE,897,2,23-Jul-99,7,349,204,2,934,2.56,otolith,1997
20000780,A263,10,Sheepshead,014,HOOK & LINE,806,1,22-Jul-00,7,350,204,2,934,2.56,otolith,1998
20050897,A263,16,Sheepshead,014,HOOK & LINE,1410,2,23-Jul-05,7,420,204,2,934,2.56,otolith,2003
20050897,A263,1,Sheepshead,014,HOOK & LINE,2930,1,23-Jul-05,7,534,204,2,934,2.56,otolith,2003
20100860,A263,11,Sheepshead,014,HOOK & LINE,580,1,24-Jul-10,7,313,205,2,935,2.56,otolith,2008
19980634,A263,16,Sheepshead,014,HOOK & LINE,782,2,25-Jul-98,7,326,206,2,936,2.56,otolith,1996
19980634,A263,15,Sheepshead,014,HOOK & LINE,825,1,25-Jul-98,7,332,206,2,936,2.56,otolith,1996
19980634,A263,3,Sheepshead,014,HOOK & LINE,809,1,25-Jul-98,7,340,206,2,936,2.56,otolith,1996
19970721,A263,10,Sheepshead,014,HOOK & LINE,345,1,26-Jul-97,7,268,207,2,937,2.57,otolith,1995
19970721,A263,7,Sheepshead,014,HOOK & LINE,482,1,26-Jul-97,7,288,207,2,937,2.57,otolith,1995
19970721,A263,19,Sheepshead,014,HOOK & LINE,527,2,26-Jul-97,7,297,207,2,937,2.57,otolith,1995
19970721,A263,8,Sheepshead,014,HOOK & LINE,692,2,26-Jul-97,7,300,207,2,937,2.57,otolith,1995
19970721,A263,25,Sheepshead,014,HOOK & LINE,599,2,26-Jul-97,7,311,207,2,937,2.57,otolith,1995
19970721,A263,9,Sheepshead,014,HOOK & LINE,654,2,26-Jul-97,7,313,207,2,937,2.57,otolith,1995
19970721,A263,13,Sheepshead,014,HOOK & LINE,646,1,26-Jul-97,7,319,207,2,937,2.57,otolith,1995
19970721,A263,20,Sheepshead,014,HOOK & LINE,424,2,26-Jul-97,7,329,207,2,937,2.57,otolith,1995
19970721,A263,34,Sheepshead,014,HOOK & LINE,1082,,26-Jul-97,7,380,207,2,937,2.57,otolith,1995
19970828,A263,2,Sheepshead,014,HOOK & LINE,,1,28-Jul-97,7,276,209,2,939,2.57,otolith,1995
19970828,A263,1,Sheepshead,014,HOOK & LINE,,2,28-Jul-97,7,289,209,2,939,2.57,otolith,1995
19970828,A263,3,Sheepshead,014,HOOK & LINE,,2,28-Jul-97,7,330,209,2,939,2.57,otolith,1995
19930357,A263,25,Sheepshead,128,STOP NET - 366m x 3m x 51 mm stretch mesh,329,2,2-Aug-93,8,258,214,2,944,2.59,otolith,1991
19930357,A263,14,Sheepshead,128,STOP NET - 366m x 3m x 51 mm stretch mesh,366,2,2-Aug-93,8,270,214,2,944,2.59,otolith,1991
19930357,A263,26,Sheepshead,128,STOP NET - 366m x 3m x 51 mm stretch mesh,367,1,2-Aug-93,8,270,214,2,944,2.59,otolith,1991
19960779,A263,2,Sheepshead,014,HOOK & LINE,,1,3-Aug-96,8,269,216,2,946,2.59,otolith,1994
19960779,A263,1,Sheepshead,014,HOOK & LINE,,9,3-Aug-96,8,293,216,2,946,2.59,otolith,1994
20010811,A263,21,Sheepshead,014,HOOK & LINE,771,1,4-Aug-01,8,329,216,2,946,2.59,otolith,1999
19960733,A263,21,Sheepshead,014,HOOK & LINE,1011,1,3-Aug-96,8,365,216,2,946,2.59,otolith,1994
19950604,A263,3,Sheepshead,014,HOOK & LINE,561,2,5-Aug-95,8,307,217,2,947,2.59,otolith,1993
20081247,A263,4,Sheepshead,014,HOOK & LINE,,9,4-Aug-08,8,311,217,2,947,2.59,otolith,2006
20081247,A263,1,Sheepshead,014,HOOK & LINE,,9,4-Aug-08,8,312,217,2,947,2.59,otolith,2006
20081245,A263,2,Sheepshead,014,HOOK & LINE,,2,4-Aug-08,8,319,217,2,947,2.59,otolith,2006
19950604,A263,4,Sheepshead,014,HOOK & LINE,736,1,5-Aug-95,8,324,217,2,947,2.59,otolith,1993
19940371,A263,11,Sheepshead,014,HOOK & LINE,450,9,6-Aug-94,8,283,218,2,948,2.60,otolith,1992
19940371,A263,35,Sheepshead,014,HOOK & LINE,515,,6-Aug-94,8,286,218,2,948,2.60,otolith,1992
19940371,A263,24,Sheepshead,014,HOOK & LINE,562,2,6-Aug-94,8,302,218,2,948,2.60,otolith,1992
19940371,A263,13,Sheepshead,014,HOOK & LINE,580,2,6-Aug-94,8,316,218,2,948,2.60,otolith,1992
20030986,A263,4,Sheepshead,014,HOOK & LINE,,2,10-Aug-03,8,265,222,2,952,2.61,otolith,2001
20021177,A263,4,Sheepshead,014,HOOK & LINE,,1,10-Aug-02,8,287,222,2,952,2.61,otolith,2000
19970833,A263,5,Sheepshead,014,HOOK & LINE,,1,10-Aug-97,8,303,222,2,952,2.61,otolith,1995
20021177,A263,3,Sheepshead,014,HOOK & LINE,,1,10-Aug-02,8,314,222,2,952,2.61,otolith,2000
20021177,A263,2,Sheepshead,014,HOOK & LINE,,1,10-Aug-02,8,338,222,2,952,2.61,otolith,2000
20010929,A263,5,Sheepshead,014,HOOK & LINE,,9,12-Aug-01,8,243,224,2,954,2.61,otolith,1999
20010929,A263,6,Sheepshead,014,HOOK & LINE,,2,12-Aug-01,8,247,224,2,954,2.61,otolith,1999
20010929,A263,10,Sheepshead,014,HOOK & LINE,,9,12-Aug-01,8,248,224,2,954,2.61,otolith,1999
20010929,A263,1,Sheepshead,014,HOOK & LINE,,2,12-Aug-01,8,250,224,2,954,2.61,otolith,1999
20010929,A263,9,Sheepshead,014,HOOK & LINE,,9,12-Aug-01,8,253,224,2,954,2.61,otolith,1999
20010929,A263,15,Sheepshead,014,HOOK & LINE,,2,12-Aug-01,8,263,224,2,954,2.61,otolith,1999
20010929,A263,3,Sheepshead,014,HOOK & LINE,,2,12-Aug-01,8,264,224,2,954,2.61,otolith,1999
20010929,A263,11,Sheepshead,014,HOOK & LINE,,2,12-Aug-01,8,264,224,2,954,2.61,otolith,1999
20010929,A263,8,Sheepshead,014,HOOK & LINE,,1,12-Aug-01,8,269,224,2,954,2.61,otolith,1999
20010929,A263,7,Sheepshead,014,HOOK & LINE,,2,12-Aug-01,8,274,224,2,954,2.61,otolith,1999
20010929,A263,4,Sheepshead,014,HOOK & LINE,,2,12-Aug-01,8,277,224,2,954,2.61,otolith,1999
20010929,A263,18,Sheepshead,014,HOOK & LINE,,2,12-Aug-01,8,287,224,2,954,2.61,otolith,1999
20010929,A263,13,Sheepshead,014,HOOK & LINE,,2,12-Aug-01,8,288,224,2,954,2.61,otolith,1999
20010929,A263,2,Sheepshead,014,HOOK & LINE,,9,12-Aug-01,8,290,224,2,954,2.61,otolith,1999
20010929,A263,14,Sheepshead,014,HOOK & LINE,,2,12-Aug-01,8,296,224,2,954,2.61,otolith,1999
20010929,A263,16,Sheepshead,014,HOOK & LINE,,2,12-Aug-01,8,299,224,2,954,2.61,otolith,1999
20010929,A263,12,Sheepshead,014,HOOK & LINE,,2,12-Aug-01,8,309,224,2,954,2.61,otolith,1999
20010929,A263,17,Sheepshead,014,HOOK & LINE,,9,12-Aug-01,8,325,224,2,954,2.61,otolith,1999
20111075,A263,2,Sheepshead,014,HOOK & LINE,,2,13-Aug-11,8,252,225,2,955,2.62,otolith,2009
20111075,A263,3,Sheepshead,014,HOOK & LINE,,1,13-Aug-11,8,260,225,2,955,2.62,otolith,2009
19930374,A263,1,Sheepshead,014,HOOK & LINE,420,2,14-Aug-93,8,275,226,2,956,2.62,otolith,1991
19930374,A263,23,Sheepshead,014,HOOK & LINE,430,2,14-Aug-93,8,279,226,2,956,2.62,otolith,1991
19930374,A263,16,Sheepshead,014,HOOK & LINE,488,2,14-Aug-93,8,295,226,2,956,2.62,otolith,1991
19930374,A263,14,Sheepshead,014,HOOK & LINE,500,2,14-Aug-93,8,299,226,2,956,2.62,otolith,1991
19930374,A263,21,Sheepshead,014,HOOK & LINE,572,1,14-Aug-93,8,300,226,2,956,2.62,otolith,1991
19930374,A263,18,Sheepshead,014,HOOK & LINE,585,,14-Aug-93,8,305,226,2,956,2.62,otolith,1991
19930374,A263,5,Sheepshead,014,HOOK & LINE,701,2,14-Aug-93,8,315,226,2,956,2.62,otolith,1991
19930374,A263,7,Sheepshead,014,HOOK & LINE,743,2,14-Aug-93,8,327,226,2,956,2.62,otolith,1991
19930374,A263,15,Sheepshead,014,HOOK & LINE,706,2,14-Aug-93,8,330,226,2,956,2.62,otolith,1991
19930374,A263,22,Sheepshead,014,HOOK & LINE,846,1,14-Aug-93,8,350,226,2,956,2.62,otolith,1991
20010925,A263,6,Sheepshead,014,HOOK & LINE,,1,15-Aug-01,8,245,227,2,957,2.62,otolith,1999
20010927,A263,5,Sheepshead,014,HOOK & LINE,,1,15-Aug-01,8,248,227,2,957,2.62,otolith,1999
20010925,A263,13,Sheepshead,014,HOOK & LINE,,2,15-Aug-01,8,249,227,2,957,2.62,otolith,1999
20010927,A263,3,Sheepshead,014,HOOK & LINE,,1,15-Aug-01,8,257,227,2,957,2.62,otolith,1999
20010925,A263,9,Sheepshead,014,HOOK & LINE,,2,15-Aug-01,8,258,227,2,957,2.62,otolith,1999
20010927,A263,1,Sheepshead,014,HOOK & LINE,,2,15-Aug-01,8,259,227,2,957,2.62,otolith,1999
20010927,A263,2,Sheepshead,014,HOOK & LINE,,2,15-Aug-01,8,262,227,2,957,2.62,otolith,1999
20010925,A263,7,Sheepshead,014,HOOK & LINE,,2,15-Aug-01,8,264,227,2,957,2.62,otolith,1999
20010925,A263,1,Sheepshead,014,HOOK & LINE,,9,15-Aug-01,8,265,227,2,957,2.62,otolith,1999
20010927,A263,8,Sheepshead,014,HOOK & LINE,,1,15-Aug-01,8,268,227,2,957,2.62,otolith,1999
20010927,A263,11,Sheepshead,014,HOOK & LINE,,2,15-Aug-01,8,268,227,2,957,2.62,otolith,1999
20010925,A263,12,Sheepshead,014,HOOK & LINE,,1,15-Aug-01,8,270,227,2,957,2.62,otolith,1999
20010927,A263,4,Sheepshead,014,HOOK & LINE,,1,15-Aug-01,8,272,227,2,957,2.62,otolith,1999
20010927,A263,7,Sheepshead,014,HOOK & LINE,,2,15-Aug-01,8,276,227,2,957,2.62,otolith,1999
20010925,A263,5,Sheepshead,014,HOOK & LINE,,2,15-Aug-01,8,277,227,2,957,2.62,otolith,1999
20010927,A263,6,Sheepshead,014,HOOK & LINE,,1,15-Aug-01,8,277,227,2,957,2.62,otolith,1999
20030990,A263,14,Sheepshead,014,HOOK & LINE,,2,15-Aug-03,8,279,227,2,957,2.62,otolith,2001
20010925,A263,8,Sheepshead,014,HOOK & LINE,,1,15-Aug-01,8,284,227,2,957,2.62,otolith,1999
20010925,A263,11,Sheepshead,014,HOOK & LINE,,1,15-Aug-01,8,285,227,2,957,2.62,otolith,1999
20010925,A263,3,Sheepshead,014,HOOK & LINE,,2,15-Aug-01,8,286,227,2,957,2.62,otolith,1999
20010925,A263,14,Sheepshead,014,HOOK & LINE,,2,15-Aug-01,8,287,227,2,957,2.62,otolith,1999
20010927,A263,13,Sheepshead,014,HOOK & LINE,,2,15-Aug-01,8,288,227,2,957,2.62,otolith,1999
20010927,A263,14,Sheepshead,014,HOOK & LINE,,1,15-Aug-01,8,290,227,2,957,2.62,otolith,1999
20010925,A263,4,Sheepshead,014,HOOK & LINE,,1,15-Aug-01,8,293,227,2,957,2.62,otolith,1999
20010927,A263,12,Sheepshead,014,HOOK & LINE,,2,15-Aug-01,8,294,227,2,957,2.62,otolith,1999
20010925,A263,2,Sheepshead,014,HOOK & LINE,,1,15-Aug-01,8,301,227,2,957,2.62,otolith,1999
20010927,A263,9,Sheepshead,014,HOOK & LINE,,1,15-Aug-01,8,302,227,2,957,2.62,otolith,1999
20030990,A263,12,Sheepshead,014,HOOK & LINE,,2,15-Aug-03,8,305,227,2,957,2.62,otolith,2001
20010925,A263,10,Sheepshead,014,HOOK & LINE,,1,15-Aug-01,8,306,227,2,957,2.62,otolith,1999
19960782,A263,1,Sheepshead,014,HOOK & LINE,,1,17-Aug-96,8,352,230,2,960,2.63,otolith,1994
20111033,A263,16,Sheepshead,014,HOOK & LINE,832,2,20-Aug-11,8,340,232,2,962,2.64,otolith,2009
20100971,A263,12,Sheepshead,014,HOOK & LINE,416,2,21-Aug-10,8,273,233,2,963,2.64,otolith,2008
20100971,A263,9,Sheepshead,014,HOOK & LINE,444,1,21-Aug-10,8,290,233,2,963,2.64,otolith,2008
20100971,A263,10,Sheepshead,014,HOOK & LINE,498,1,21-Aug-10,8,308,233,2,963,2.64,otolith,2008
20100971,A263,4,Sheepshead,014,HOOK & LINE,592,1,21-Aug-10,8,336,233,2,963,2.64,otolith,2008
20090993,A263,21,Sheepshead,014,HOOK & LINE,443,2,22-Aug-09,8,279,234,2,964,2.64,otolith,2007
20090993,A263,20,Sheepshead,014,HOOK & LINE,476,1,22-Aug-09,8,281,234,2,964,2.64,otolith,2007
20090993,A263,19,Sheepshead,014,HOOK & LINE,559,1,22-Aug-09,8,317,234,2,964,2.64,otolith,2007
20090993,A263,32,Sheepshead,014,HOOK & LINE,636,1,22-Aug-09,8,320,234,2,964,2.64,otolith,2007
20090993,A263,34,Sheepshead,014,HOOK & LINE,685,1,22-Aug-09,8,325,234,2,964,2.64,otolith,2007
20031136,A263,4,Sheepshead,014,HOOK & LINE,,1,22-Aug-03,8,335,234,2,964,2.64,otolith,2001
19970820,A263,10,Sheepshead,014,HOOK & LINE,458,2,23-Aug-97,8,282,235,2,965,2.64,otolith,1995
19970820,A263,6,Sheepshead,014,HOOK & LINE,605,2,23-Aug-97,8,308,235,2,965,2.64,otolith,1995
19970820,A263,45,Sheepshead,014,HOOK & LINE,614,1,23-Aug-97,8,310,235,2,965,2.64,otolith,1995
19970820,A263,54,Sheepshead,014,HOOK & LINE,709,2,23-Aug-97,8,326,235,2,965,2.64,otolith,1995
19970820,A263,7,Sheepshead,014,HOOK & LINE,645,2,23-Aug-97,8,328,235,2,965,2.64,otolith,1995
20031007,A263,39,Sheepshead,014,HOOK & LINE,849,1,23-Aug-03,8,348,235,2,965,2.64,otolith,2001
20081004,A263,19,Sheepshead,014,HOOK & LINE,313,2,23-Aug-08,8,248,236,2,966,2.65,otolith,2006
20081004,A263,17,Sheepshead,014,HOOK & LINE,316,1,23-Aug-08,8,260,236,2,966,2.65,otolith,2006
20081004,A263,21,Sheepshead,014,HOOK & LINE,322,2,23-Aug-08,8,261,236,2,966,2.65,otolith,2006
20081004,A263,18,Sheepshead,014,HOOK & LINE,321,2,23-Aug-08,8,262,236,2,966,2.65,otolith,2006
20081004,A263,20,Sheepshead,014,HOOK & LINE,326,1,23-Aug-08,8,263,236,2,966,2.65,otolith,2006
20091024,A263,2,Sheepshead,014,HOOK & LINE,383,2,24-Aug-09,8,268,236,2,966,2.65,otolith,2007
20091024,A263,7,Sheepshead,014,HOOK & LINE,455,1,24-Aug-09,8,279,236,2,966,2.65,otolith,2007
20081004,A263,14,Sheepshead,014,HOOK & LINE,462,2,23-Aug-08,8,282,236,2,966,2.65,otolith,2006
20081004,A263,4,Sheepshead,014,HOOK & LINE,508,2,23-Aug-08,8,284,236,2,966,2.65,otolith,2006
20081004,A263,16,Sheepshead,014,HOOK & LINE,414,2,23-Aug-08,8,288,236,2,966,2.65,otolith,2006
20081004,A263,8,Sheepshead,014,HOOK & LINE,502,2,23-Aug-08,8,293,236,2,966,2.65,otolith,2006
20081004,A263,23,Sheepshead,014,HOOK & LINE,436,1,23-Aug-08,8,293,236,2,966,2.65,otolith,2006
20091024,A263,6,Sheepshead,014,HOOK & LINE,508,1,24-Aug-09,8,296,236,2,966,2.65,otolith,2007
20081004,A263,24,Sheepshead,014,HOOK & LINE,552,1,23-Aug-08,8,310,236,2,966,2.65,otolith,2006
20091024,A263,5,Sheepshead,014,HOOK & LINE,623,1,24-Aug-09,8,312,236,2,966,2.65,otolith,2007
20081004,A263,7,Sheepshead,014,HOOK & LINE,618,2,23-Aug-08,8,323,236,2,966,2.65,otolith,2006
20010921,A263,33,Sheepshead,014,HOOK & LINE,374,2,25-Aug-01,8,273,237,2,967,2.65,otolith,1999
20071030,A263,19,Sheepshead,014,HOOK & LINE,436,1,25-Aug-07,8,281,237,2,967,2.65,otolith,2005
20010921,A263,35,Sheepshead,014,HOOK & LINE,460,2,25-Aug-01,8,282,237,2,967,2.65,otolith,1999
19960786,A263,4,Sheepshead,014,HOOK & LINE,389,1,24-Aug-96,8,286,237,2,967,2.65,otolith,1994
20071030,A263,18,Sheepshead,014,HOOK & LINE,502,2,25-Aug-07,8,291,237,2,967,2.65,otolith,2005
20010921,A263,40,Sheepshead,014,HOOK & LINE,559,2,25-Aug-01,8,294,237,2,967,2.65,otolith,1999
20071030,A263,20,Sheepshead,014,HOOK & LINE,508,2,25-Aug-07,8,295,237,2,967,2.65,otolith,2005
20071030,A263,15,Sheepshead,014,HOOK & LINE,587,2,25-Aug-07,8,313,237,2,967,2.65,otolith,2005
20010921,A263,32,Sheepshead,014,HOOK & LINE,613,1,25-Aug-01,8,320,237,2,967,2.65,otolith,1999
19960786,A263,25,Sheepshead,014,HOOK & LINE,738,1,24-Aug-96,8,328,237,2,967,2.65,otolith,1994
20010921,A263,19,Sheepshead,014,HOOK & LINE,846,2,25-Aug-01,8,330,237,2,967,2.65,otolith,1999
19960786,A263,18,Sheepshead,014,HOOK & LINE,888,1,24-Aug-96,8,337,237,2,967,2.65,otolith,1994
20010921,A263,34,Sheepshead,014,HOOK & LINE,714,1,25-Aug-01,8,338,237,2,967,2.65,otolith,1999
20010921,A263,9,Sheepshead,014,HOOK & LINE,965,1,25-Aug-01,8,347,237,2,967,2.65,otolith,1999
20010921,A263,8,Sheepshead,014,HOOK & LINE,809,1,25-Aug-01,8,348,237,2,967,2.65,otolith,1999
20010921,A263,15,Sheepshead,014,HOOK & LINE,1025,1,25-Aug-01,8,358,237,2,967,2.65,otolith,1999
20010921,A263,3,Sheepshead,014,HOOK & LINE,1041,2,25-Aug-01,8,360,237,2,967,2.65,otolith,1999
20010921,A263,39,Sheepshead,014,HOOK & LINE,1162,1,25-Aug-01,8,371,237,2,967,2.65,otolith,1999
20010921,A263,7,Sheepshead,014,HOOK & LINE,1464,1,25-Aug-01,8,446,237,2,967,2.65,otolith,1999
20061023,A263,25,Sheepshead,014,HOOK & LINE,344,1,26-Aug-06,8,262,238,2,968,2.65,otolith,2004
20010931,A263,5,Sheepshead,014,HOOK & LINE,,2,26-Aug-01,8,268,238,2,968,2.65,otolith,1999
20061023,A263,14,Sheepshead,014,HOOK & LINE,440,2,26-Aug-06,8,280,238,2,968,2.65,otolith,2004
20061023,A263,23,Sheepshead,014,HOOK & LINE,449,1,26-Aug-06,8,280,238,2,968,2.65,otolith,2004
20061023,A263,6,Sheepshead,014,HOOK & LINE,406,1,26-Aug-06,8,284,238,2,968,2.65,otolith,2004
20010931,A263,2,Sheepshead,014,HOOK & LINE,,2,26-Aug-01,8,285,238,2,968,2.65,otolith,1999
20010931,A263,4,Sheepshead,014,HOOK & LINE,,2,26-Aug-01,8,286,238,2,968,2.65,otolith,1999
20010931,A263,6,Sheepshead,014,HOOK & LINE,,1,26-Aug-01,8,287,238,2,968,2.65,otolith,1999
20061023,A263,27,Sheepshead,014,HOOK & LINE,448,1,26-Aug-06,8,288,238,2,968,2.65,otolith,2004
20061023,A263,26,Sheepshead,014,HOOK & LINE,498,2,26-Aug-06,8,293,238,2,968,2.65,otolith,2004
20061023,A263,19,Sheepshead,014,HOOK & LINE,480,1,26-Aug-06,8,296,238,2,968,2.65,otolith,2004
20010931,A263,3,Sheepshead,014,HOOK & LINE,,1,26-Aug-01,8,298,238,2,968,2.65,otolith,1999
20061023,A263,24,Sheepshead,014,HOOK & LINE,565,1,26-Aug-06,8,307,238,2,968,2.65,otolith,2004
20061023,A263,16,Sheepshead,014,HOOK & LINE,610,2,26-Aug-06,8,310,238,2,968,2.65,otolith,2004
20061023,A263,22,Sheepshead,014,HOOK & LINE,678,1,26-Aug-06,8,317,238,2,968,2.65,otolith,2004
20091025,A263,2,Sheepshead,014,HOOK & LINE,789,1,26-Aug-09,8,333,238,2,968,2.65,otolith,2007
20061023,A263,13,Sheepshead,014,HOOK & LINE,961,1,26-Aug-06,8,357,238,2,968,2.65,otolith,2004
20051035,A263,4,Sheepshead,014,HOOK & LINE,256,1,27-Aug-05,8,227,239,2,969,2.65,otolith,2003
19940429,A263,22,Sheepshead,014,HOOK & LINE,591,2,27-Aug-94,8,305,239,2,969,2.65,otolith,1992
19940429,A263,13,Sheepshead,014,HOOK & LINE,586,2,27-Aug-94,8,307,239,2,969,2.65,otolith,1992
19940429,A263,21,Sheepshead,014,HOOK & LINE,851,2,27-Aug-94,8,347,239,2,969,2.65,otolith,1992
19990818,A263,15,Sheepshead,014,HOOK & LINE,608,1,28-Aug-99,8,324,240,2,970,2.66,otolith,1997
19990818,A263,4,Sheepshead,014,HOOK & LINE,903,1,28-Aug-99,8,355,240,2,970,2.66,otolith,1997
20040973,A263,15,Sheepshead,014,HOOK & LINE,320,1,28-Aug-04,8,255,241,2,971,2.66,otolith,2002
20040973,A263,16,Sheepshead,014,HOOK & LINE,396,2,28-Aug-04,8,286,241,2,971,2.66,otolith,2002
20040973,A263,14,Sheepshead,014,HOOK & LINE,445,,28-Aug-04,8,288,241,2,971,2.66,otolith,2002
20040973,A263,17,Sheepshead,014,HOOK & LINE,638,1,28-Aug-04,8,321,241,2,971,2.66,otolith,2002
20040973,A263,29,Sheepshead,014,HOOK & LINE,681,1,28-Aug-04,8,329,241,2,971,2.66,otolith,2002
20040973,A263,28,Sheepshead,014,HOOK & LINE,750,2,28-Aug-04,8,335,241,2,971,2.66,otolith,2002
20040973,A263,31,Sheepshead,014,HOOK & LINE,788,1,28-Aug-04,8,343,241,2,971,2.66,otolith,2002
20040973,A263,8,Sheepshead,014,HOOK & LINE,824,2,28-Aug-04,8,347,241,2,971,2.66,otolith,2002
20040973,A263,22,Sheepshead,014,HOOK & LINE,1218,2,28-Aug-04,8,392,241,2,971,2.66,otolith,2002
20091034,A263,16,Sheepshead,014,HOOK & LINE,973,2,31-Aug-09,8,368,243,2,973,2.67,otolith,2007
19960934,A263,1,Sheepshead,014,HOOK & LINE,,1,2-Sep-96,9,298,246,2,976,2.67,otolith,1994
19900076,A263,4,Sheepshead,014,HOOK & LINE,1464,1,8-Sep-90,9,407,251,2,981,2.69,otolith,1988
19900076,A263,5,Sheepshead,014,HOOK & LINE,1423,2,8-Sep-90,9,415,251,2,981,2.69,otolith,1988
19900076,A263,15,Sheepshead,014,HOOK & LINE,2315,1,8-Sep-90,9,504,251,2,981,2.69,otolith,1988
19900076,A263,3,Sheepshead,014,HOOK & LINE,2736,2,8-Sep-90,9,525,251,2,981,2.69,otolith,1988
19930412,A263,29,Sheepshead,014,HOOK & LINE,357,1,11-Sep-93,9,260,254,2,984,2.70,otolith,1991
19930412,A263,20,Sheepshead,014,HOOK & LINE,468,2,11-Sep-93,9,271,254,2,984,2.70,otolith,1991
19930412,A263,6,Sheepshead,014,HOOK & LINE,425,2,11-Sep-93,9,272,254,2,984,2.70,otolith,1991
19930412,A263,31,Sheepshead,014,HOOK & LINE,419,1,11-Sep-93,9,275,254,2,984,2.70,otolith,1991
19930412,A263,23,Sheepshead,014,HOOK & LINE,438,1,11-Sep-93,9,282,254,2,984,2.70,otolith,1991
