YEAR,AGID,SPNAME,Fish ID,Web ID,Old ID,County,Sectemp,Gear,Batch,Fish #,Type,Condition,MONTH,Day,Sacrifice Date,WEIGHT,GRAM,Wt from Angler?,SL (mm),SL (in),FORK,FL (in),TOTAL,TOTAL2,SIZE,Sample Wt,Fisherman,MorF,SEX,JVSEX,Assumed Sex,Stage,Water,AREA,Structures Collected,Gonads Harvested,Gonad Wt,Muscle Sample,Stomach collected,Scott Oto,Hank Oto,Joey 1st Oto,Joey 2nd Oto,Billy Oto,Joey MI,MI,Prev Inc,Final MI Age,Joey 1,Joey 2,Billy,OTOAGE,New Age,STATE,AGE,Hank Scale,Joey Scale,Billy Scale,Scale Age,Joey Spine,Hank Spine,Billy Spine,Spine Age,Site,Notes,Comments
2007,183,Sheepshead,AP7-183,FI043,FI057,,,,,,FI,1,10,31,10/31/2007,0.111,50.15,FALSE,97,3.819,119,4.685,128,5.039,5,,Stacy Beharry,JUV,0,2,2,0,,,1,FALSE,,TRUE,TRUE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.419178082,VA,0,,,,,,,,,LES 22,,
2007,182,Sheepshead,AP7-182,FI042,FI056,,,,,,FI,1,10,31,10/31/2007,0.109,49.388,FALSE,97,3.819,123,4.843,130,5.118,5,,Stacy Beharry,JUV,0,2,2,0,,,1,FALSE,,TRUE,TRUE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.419178082,VA,0,,,,,,,,,LES 22,No otoliths from this fish,
2007,185,Sheepshead,AP7-185,FI045,FI059,,,,,,FI,1,10,31,10/31/2007,0.141,63.899,FALSE,105,4.134,128,5.039,133,5.236,5,,Stacy Beharry,JUV,0,2,2,0,,,1,FALSE,,TRUE,TRUE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.419178082,VA,0,,,,,,,,,LES 22,,
2007,117,Sheepshead,AP7-117,C021,C021,,,,,,C,1,11,1,,0.128,58.06,FALSE,102,4.016,128,5.039,134,5.276,5,,GEORGE TRICE,JUV,0,1,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,192,Sheepshead,AP7-192,FI052,FI066,,,,,,FI,1,10,31,10/31/2007,0.117,53.144,FALSE,103,4.055,126,4.961,136,5.354,5,,Stacu Beharry,JUV,0,2,2,0,,,1,FALSE,,TRUE,TRUE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.419178082,VA,0,,,,,,,,,MES 24,,
2007,200,Sheepshead,AP7-200,FI060,FI074,,,,,,FI,1,10,22,10/22/2007,0.138,62.765,FALSE,107,4.213,127,5,136,5.354,5,,Stacy Beharry,JUV,0,1,1,0,,,1,FALSE,,TRUE,TRUE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.394520548,VA,0,,,,,,,,,RAYO,,
2007,128,Sheepshead,AP7-128,C032,C032,,,,,,C,1,11,1,,0.136,61.689,FALSE,109,4.291,128,5.039,139,5.472,5,,GEORGE TRICE,JUV,0,2,1,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,199,Sheepshead,AP7-199,FI059,FI073,,,,,,FI,1,10,22,10/22/2007,0.138,62.452,FALSE,108,4.252,133,5.236,139,5.472,5,,Stacy Beharry,JUV,0,2,2,0,,,1,FALSE,,TRUE,TRUE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.394520548,VA,0,,,,,,,,,RAYO,,
2007,131,Sheepshead,AP7-131,C035,C035,,,,,,C,1,11,1,,0.149,67.585,FALSE,108,4.252,135,5.315,141,5.551,5,,GEORGE TRICE,JUV,0,2,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,196,Sheepshead,AP7-196,FI056,FI070,,,,,,FI,1,10,22,10/22/2007,0.167,75.663,FALSE,110,4.331,137,5.394,147,5.787,5,,Stacy Beharry,JUV,0,1,1,0,,,1,FALSE,,TRUE,TRUE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.394520548,VA,0,,,,,,,,,RAYO,,
2007,127,Sheepshead,AP7-127,C031,C031,,,,,,C,1,11,1,,0.172,78.018,FALSE,112,4.409,142,5.591,148,5.827,5,,GEORGE TRICE,JUV,0,2,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,96,Sheepshead,AP7-096,FI038,FI052,,,,,,FI,1,10,5,10/5/2007,0.183,83,FALSE,111,4.37,139,5.472,149,5.866,5,,Stacy Beharry,JUV,0,2,2,0,,,,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.347945205,VA,0,,,,,,,,,RAYO 12,,
2007,118,Sheepshead,AP7-118,C022,C022,,,,,,C,1,11,1,,0.176,79.832,FALSE,123,4.843,142,5.591,151,5.945,5,,GEORGE TRICE,JUV,0,2,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,101,Sheepshead,AP7-101,C005,C005,,,,,,C,1,11,1,,0.177,80.286,FALSE,116,4.567,144,5.669,152,5.984,5,,George Trice,JUV,0,1,1,0,,,3,FALSE,,TRUE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,114,Sheepshead,AP7-114,C018,C018,,,,,,C,1,11,1,,0.193,87.543,FALSE,119,4.685,145,5.709,153,6.024,6,,GEORGE TRICE,JUV,0,2,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,181,Sheepshead,AP7-181,FI041,FI055,,,,,,FI,1,11,12,11/12/2007,0.186,84.297,FALSE,119,4.685,147,5.787,153,6.024,6,,Stacy Beharry,JUV,0,1,2,0,,,1,FALSE,,TRUE,TRUE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.452054795,VA,0,,,,,,,,,YOJA 19,One sagittae was broken..,
2007,197,Sheepshead,AP7-197,FI057,FI071,,,,,,FI,1,10,22,10/22/2007,0.195,88.541,FALSE,122,4.803,149,5.866,155,6.102,6,,Stacy Beharry,JUV,0,2,1,0,,,1,FALSE,,TRUE,TRUE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.394520548,VA,0,,,,,,,,,RAYO,,
2007,124,Sheepshead,AP7-124,C028,C028,,,,,,C,1,11,1,,0.186,84.368,FALSE,125,4.921,146,5.748,156,6.142,6,,GEORGE TRICE,JUV,0,2,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,130,Sheepshead,AP7-130,C034,C034,,,,,,C,1,11,1,,0.191,86.636,FALSE,124,4.882,145,5.709,156,6.142,6,,GEORGE TRICE,JUV,0,2,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,121,Sheepshead,AP7-121,C025,C025,,,,,,C,1,11,1,,0.181,82.1,FALSE,121,4.764,149,5.866,157,6.181,6,,GEORGE TRICE,JUV,0,2,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,129,Sheepshead,AP7-129,C033,C033,,,,,,C,1,11,1,,0.205,92.986,FALSE,118,4.646,147,5.787,157,6.181,6,,GEORGE TRICE,JUV,0,2,1,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,133,Sheepshead,AP7-133,C037,C037,51,,20,221,2,R,1,10,18,10/16/2007,0.248,112.491,FALSE,122,4.803,151,5.945,158,6.22,6,,Al Bunnell,JUV,0,2,1,0,307,BAY,1,FALSE,,FALSE,FALSE,,0,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.383561644,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,190,Sheepshead,AP7-190,FI050,FI064,,,,,,FI,1,10,31,10/31/2007,0.206,93.379,FALSE,120,4.724,150,5.906,158,6.22,6,,Stacy Beharry,JUV,0,2,1,0,,,1,FALSE,,TRUE,TRUE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.419178082,VA,0,,,,,,,,,MES 24,,
2007,198,Sheepshead,AP7-198,FI058,FI072,,,,,,FI,1,10,22,10/22/2007,0.197,89.388,FALSE,118,4.646,145,5.709,159,6.26,6,,Stacy Beharry,JUV,0,2,2,0,,,1,FALSE,,TRUE,TRUE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.394520548,VA,0,,,,,,,,,RAYO,,
2007,103,Sheepshead,AP7-103,C007,C007,,,,,,C,1,11,1,,0.206,93.44,FALSE,123,4.843,157,6.181,165,6.496,6,,George Trice,JUV,0,2,2,0,,,3,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,123,Sheepshead,AP7-123,C027,C027,,,,,,C,1,11,1,,0.243,110.223,FALSE,125,4.921,154,6.063,166,6.535,6,,GEORGE TRICE,JUV,0,1,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,116,Sheepshead,AP7-116,C020,C020,,,,,,C,1,11,1,,0.239,108.409,FALSE,133,5.236,153,6.024,167,6.575,6,,GEORGE TRICE,JUV,0,2,1,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,111,Sheepshead,AP7-111,C015,C015,,,,,,C,1,11,1,,0.252,114.305,FALSE,129,5.079,157,6.181,169,6.654,6,,George Trice,JUV,0,2,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,132,Sheepshead,AP7-132,C036,C036,51,,20,221,1,R,1,10,18,10/16/2007,0.275,124.738,FALSE,126,4.961,164,6.457,172,6.772,6,,Al Bunnell,JUV,0,1,1,0,307,BAY,1,FALSE,,FALSE,FALSE,,0,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.383561644,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,112,Sheepshead,AP7-112,C016,C016,,,,,,C,1,11,1,,0.31,140.614,FALSE,146,5.748,170,6.693,184,7.244,7,,George Trice,JUV,0,2,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,104,Sheepshead,AP7-104,C008,C008,,,,,,C,1,11,1,,0.315,142.882,FALSE,141,5.551,176,6.929,187,7.362,7,,George Trice,JUV,0,2,2,0,,,3,FALSE,,TRUE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,106,Sheepshead,AP7-106,C010,C010,,,,,,C,1,11,1,,0.34,154.221,FALSE,143,5.63,179,7.047,188,7.402,7,,George Trice,JUV,0,2,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,122,Sheepshead,AP7-122,C026,C026,,,,,,C,1,11,1,,0.31,140.614,FALSE,150,5.906,174,6.85,188,7.402,7,,GEORGE TRICE,JUV,0,1,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,105,Sheepshead,AP7-105,C009,C009,,,,,,C,1,11,1,,0.338,153.314,FALSE,152,5.984,175,6.89,190,7.48,7,,George Trice,JUV,0,1,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,102,Sheepshead,AP7-102,C006,C006,,,,,,C,1,11,1,,0.386,175.087,FALSE,147,5.787,181,7.126,192,7.559,7,,George Trice,JUV,0,1,1,0,,,3,FALSE,,TRUE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,109,Sheepshead,AP7-109,C013,C013,,,,,,C,1,11,1,,0.364,165.108,FALSE,148,5.827,180,7.087,193,7.598,7,,George Trice,JUV,0,2,1,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,100,Sheepshead,AP7-100,C004,C004,,,,,,C,1,11,1,,0.436,197.766,FALSE,150,5.906,186,7.323,194,7.638,7,,George Trice,JUV,0,1,2,0,,,3,FALSE,,TRUE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,126,Sheepshead,AP7-126,C030,C030,,,,,,C,1,11,1,,0.408,185.066,FALSE,158,6.22,183,7.205,196,7.717,7,,GEORGE TRICE,JUV,0,1,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,108,Sheepshead,AP7-108,C012,C012,,,,,,C,1,11,1,,0.411,186.426,FALSE,154,6.063,185,7.283,198,7.795,7,,George Trice,JUV,0,2,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,99,Sheepshead,AP7-099,C003,C003,,,,,,C,1,11,1,,0.46,208.652,FALSE,152,5.984,188,7.402,199,7.835,7,,George Trice,JUV,0,2,2,0,,,3,FALSE,,TRUE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,125,Sheepshead,AP7-125,C029,C029,,,,,,C,1,11,1,,0.427,193.684,FALSE,151,5.945,187,7.362,200,7.874,7,,GEORGE TRICE,JUV,0,2,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,120,Sheepshead,AP7-120,C024,C024,,,,,,C,1,11,1,,0.447,202.756,FALSE,160,6.299,186,7.323,201,7.913,7,,GEORGE TRICE,JUV,0,1,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,110,Sheepshead,AP7-110,C014,C014,,,,,,C,1,11,1,,0.428,194.138,FALSE,162,6.378,188,7.402,202,7.953,7,,George Trice,JUV,0,1,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,115,Sheepshead,AP7-115,C019,C019,,,,,,C,1,11,1,,0.445,201.849,FALSE,154,6.063,192,7.559,202,7.953,7,,GEORGE TRICE,JUV,0,2,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,98,Sheepshead,AP7-098,C002,C002,,,,,,C,1,11,1,,0.428,194.138,FALSE,154,6.063,190,7.48,203,7.992,7,,George Trice,JUV,0,1,2,0,,,3,FALSE,,TRUE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,107,Sheepshead,AP7-107,C011,C011,,,,,,C,1,11,1,,0.43,195.045,FALSE,152,5.984,190,7.48,204,8.031,8,,George Trice,JUV,0,1,1,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,113,Sheepshead,AP7-113,C017,C017,,,,,,C,1,11,1,,0.493,223.621,FALSE,170,6.693,189,7.441,205,8.071,8,,GEORGE TRICE,JUV,0,2,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,119,Sheepshead,AP7-119,C023,C023,,,,,,C,1,11,1,,0.452,205.024,FALSE,159,6.26,196,7.717,206,8.11,8,,GEORGE TRICE,JUV,0,2,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.421917808,VA,0,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,48,Sheepshead,AP7-048,FI017,FI017,,,,,,FI,1,9,5,9/5/2007,0.0456,20.703,FALSE,70,2.756,87,3.425,,,0,,Stacy Beharry,JUV,0,2,2,0,,,,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.265753425,VA,0,,,,,,,,,MES 24,"tow 4, 5 or 6",
2007,69,Sheepshead,AP7-069,FI026,FI026,,,,,,FI,1,9,5,9/5/2007,0.0304,13.79,FALSE,66,2.598,,,,,0,,Stacy Beharry,JUV,0,2,2,0,,,,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,0.265753425,VA,0,,,,,,,,,MES 24,"tow 4, 5 or 6",
2007,208,Sheepshead,AP7-208,D035,D035,,,,,,R,1,,,,0.0423,19.168,FALSE,73,2.874,86,3.386,,,0,,Dave Griffith,JUV,0,2,2,0,,,1,FALSE,,TRUE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,,VA,0,,,,,,,,,Plantation Creek,,
2007,214,Sheepshead,AP7-214,D041,D041,,,,,,R,1,,,,0.0239,10.82,FALSE,63,2.48,,,,,0,,Dave Griffith,JUV,0,2,1,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,,VA,0,,,,,,,,,Plantation Creek,,
2007,215,Sheepshead,AP7-215,D042,D042,,,,,,R,1,,,,0.0527,23.901,FALSE,79,3.11,99,3.898,,,0,,Dave Griffith,JUV,0,1,2,0,,,1,FALSE,,FALSE,FALSE,,,0+0,0+0,0+0,0+0,,,0,0,0,0,0,,VA,0,,,,,,,,,Plantation Creek,,
2007,10,Sheepshead,AP7-010,2046,2046,,,,,,R,2,6,17,6/17/2007,,,FALSE,252,9.921,294,11.575,314,12.362,12,,Capt Bennfield,F,2,2,2,1,,,2,TRUE,2.8,TRUE,TRUE,,,1+1,2+2,1+1,1+1,246.52,623.82,1,1,2,1,1,1.046575342,VA,1,,,,,,,,,Anglo wreck,"No scales collected, No weights",
2007,9,Sheepshead,AP7-009,2045,2045,,,,,,R,2,6,17,6/17/2007,,,FALSE,239,9.409,280,11.024,298,11.732,11,,Capt Bennfield,M,1,1,1,1,,,2,FALSE,,TRUE,TRUE,,,2+2,1+2,1+2,2+2,21.92,148.54,2,2,2,2,2,2.046575342,VA,2,,,,,,,,,Anglo Wreck,"No scales collected, No weight",
2007,11,Sheepshead,AP7-011,2047,2047,,,,,,R,2,6,17,6/17/2007,,,FALSE,278,10.945,331,13.031,342,13.465,13,,Capt Bennfield,M,1,1,1,1,,,2,FALSE,,TRUE,TRUE,,,2,2,2,2,13.78,150.13,2,2,2,2,2,2.046575342,VA,2,,,,,,,,,Anglo Wreck,"No scales collected, No weight",
2007,35,Sheepshead,AP7-035,MS001,MS001,,,,,,R,1,8,19,8/19/2007,1.755,796.055,FALSE,248,9.764,301,11.85,324,12.756,12,,,F,2,2,2,1,,,3,TRUE,0.9,TRUE,TRUE,,,2+2,2+2,2,2+2,23.33,162.58,2,2,2,2,2,2.219178082,VA,2,,,,,,,,,,Speared,
2007,39,Sheepshead,AP7-039,D009,D009,,,,,,R,2,9,4,9/4/2007,,,FALSE,255,10.039,310,12.205,337,13.268,13,,Charlie Maresh,F,2,2,2,1,,,3,TRUE,2.2,TRUE,TRUE,,,2+2,2+2,2,2+2,7.29,149.52,2,2,2,2,2,2.263013699,VA,2,,,,,,,,,,,
2007,53,Sheepshead,AP7-053,6034,6034,,,,,,R,1,9,6,9/6/2007,3.049,1383.003,FALSE,285,11.22,347,16.661,378,14.882,14,,Mark Labocetta,F,2,2,2,2,,,3,TRUE,7.8,TRUE,TRUE,,,1+1,2+2,2,1+1,201.07,262.77,1,1,2,2,2,2.268493151,VA,2,,,,,,,,,,Speared,
2007,61,Sheepshead,AP7-061,6025,6025,,,,,,R,1,9,12,9/12/2007,1.077,488.519,FALSE,208,8.189,253,9.961,269,10.591,10,,Mark Labacetta,JUV,3,3,2,0,,,3,FALSE,,FALSE,FALSE,,,2+2,2+2,2,2+2,39.36,125.31,2,2,2,2,2,2.284931507,VA,2,,,,,,,,,,Speared,
2007,52,Sheepshead,AP7-052,6022,6022,,,,,,R,1,9,6,9/6/2007,1.569,711.686,FALSE,227,8.937,280,11.024,300,11.811,11,,Mark Labocetta,JUV,3,3,1,0,,,3,FALSE,,TRUE,FALSE,,,2+2,2+2,2,2+2,76.32,127.13,2,2,2,2,2,2.268493151,VA,2,,,,,,,,,,Speared,
2007,60,Sheepshead,AP7-060,6013,6013,,,,,,R,1,9,12,9/12/2007,1.756,796.508,FALSE,253,9.961,307,12.087,327,12.874,12,,Mark Labacetta,JUV,3,3,2,0,,,3,FALSE,,TRUE,TRUE,,,2+2,2+2,2,2+2,50.45,207.26,2,2,2,2,2,2.284931507,VA,2,,,,,,,,,,Speared,
2007,34,Sheepshead,AP7-034,5031,5031,,,,,,R,2,8,18,8/20/2007,2,907.185,TRUE,307,12.087,369,14.528,398,15.669,15,,ROBBIE HACKNEY,M,1,1,1,2,,,3,FALSE,,TRUE,TRUE,,,3+3,3+3,3,3+3,13.82,95.98,3,3,3,3,3,3.216438356,VA,3,,,,,,,,,Chick's Beach,,
2007,13,Sheepshead,AP7-013,2043,2043,,,,,,R,2,7,5,7/5/2007,,,FALSE,282,11.102,338,13.307,367,14.449,14,,,F,2,2,2,1,,,3,FALSE,,TRUE,FALSE,,,3+3,3,3,3+3,19.88,115.49,3,3,3,3,3,3.095890411,VA,3,,,,,,,,,2nd Island,,
2007,155,Sheepshead,AP7-155,NC17,NC17,13,,50,,,C,1,12,5,12/5/2007,3.693,1675.117,FALSE,357,14.055,404,15.906,446,17.559,17,,,F,2,2,2,1,625,OCEAN,1,TRUE,0.9,TRUE,TRUE,,,3+3,3+3,3,3+3,46.77,89.89,3,3,3,3,3,3.515068493,VA,3,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,156,Sheepshead,AP7-156,NC18,NC18,13,,50,,,C,1,12,5,12/5/2007,4.34,1968.591,FALSE,328,12.913,397,15.63,449,17.677,17,,,M,1,1,1,1,625,OCEAN,1,FALSE,,TRUE,TRUE,,,4+4,4+4,4,4+4,33.3,51.4,4,4,4,4,4,4.515068493,VA,4,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,4,Sheepshead,AP7-004,D002,D002,,,,,,R,1,6,10,6/10/2007,5.988,2716.111,FALSE,376,14.803,455,17.913,510,20.079,20,,Mark laboccetta,F,2,2,2,3,,,3,FALSE,,TRUE,FALSE,,,5+5,5,5,5+5,43.03,62.73,5,5,5,5,5,5.02739726,VA,5,,,,,,,,,4th Island,"2 hours before high tide, water temp: 69-70, depth: 25' - on the bottom",no stomach or gonad collected
2007,167,Sheepshead,AP7-167,NC29,NC29,13,,50,,,C,1,12,5,12/5/2007,4.87,2208.995,FALSE,389,15.315,442,17.402,490,19.291,19,,,M,1,1,1,1,625,OCEAN,1,FALSE,,TRUE,TRUE,,,6+6,6+6,6,6+6,34.41,52.11,6,6,6,6,6,6.515068493,VA,6,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,169,Sheepshead,AP7-169,NC31,NC31,13,,50,,,C,1,12,5,12/5/2007,5.719,2594.095,FALSE,380,14.961,456,17.953,501,19.724,19,,,M,1,1,1,1,625,OCEAN,1,FALSE,,TRUE,TRUE,,,6+6,6+6,6,6+6,35.65,54.57,6,6,6,6,6,6.515068493,VA,6,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,54,Sheepshead,AP7-054,6036,6036,,,,,,R,1,9,6,9/6/2007,6.76,3066.284,FALSE,393,15.472,463,18.228,503,19.803,19,,Mark Labocetta,M,1,1,1,1,,,3,FALSE,,TRUE,TRUE,,,6+6,6+6,6,6+6,18.2,43.68,6,6,6,6,6,6.268493151,VA,6,,,,,,,,,,Speared,
